pickup_hour,trip_count,avg_fare,avg_distance,avg_duration,company,month
17,28194,13.856352770092927,2.8211101652833936,18.02589203376605,yellow,11
18,31414,13.182678741962182,2.6983822499522505,16.58593726788481,yellow,11
19,30363,12.701621710634655,2.746511214306887,14.991360098365336,yellow,11
20,28048,12.905522675413575,2.9841076012549914,14.367560372694427,yellow,11
21,27771,12.93571351409744,3.0784915919484352,13.9790764946647,yellow,11
22,26236,13.185426513187984,3.1938351882908984,14.00510621537836,yellow,11
23,20909,13.469202257401118,3.331671050743699,13.890504089148212,yellow,11
0,16604,13.144346543001687,3.3218959286918817,13.210254557134828,yellow,12
1,11845,12.484889826931195,3.2220219501899536,11.991788377655833,yellow,12
2,8382,11.78567406346934,3.034247196373181,11.141018452238924,yellow,12
3,5814,12.820822153422771,3.4240574475404197,11.610064786148378,yellow,12
4,4550,14.98701978021978,4.270448351648352,12.263098901098902,yellow,12
5,4531,15.892361509600528,4.674195541822997,12.278786875597735,yellow,12
6,10156,13.18023335959039,3.573447223316266,11.698034002888276,yellow,12
7,16780,12.515168057210964,3.0344004767580453,13.111362733412792,yellow,12
8,20994,12.405359626559969,2.739255025245308,14.07042488329999,yellow,12
9,22595,12.452114627129896,2.670755919451206,14.366553809839935,yellow,12
10,24186,12.41231580253039,2.647248408170016,14.352613771052123,yellow,12
11,25425,12.70127708947886,2.630211602753196,14.976373647984268,yellow,12
12,26871,12.98798369989952,2.6972769900636373,15.374550010544205,yellow,12
13,27411,13.30030972967057,2.844754295720696,15.757304245254339,yellow,12
14,28381,13.609794228533174,2.903444205630527,16.833026202976168,yellow,12
15,28497,13.622504474155175,2.837807488507562,17.17223567393059,yellow,12
16,25683,13.963385118560916,2.964599540552116,17.665360355098702,yellow,12
17,28288,13.490991233031673,2.7769107041855206,17.208189573906484,yellow,12
18,30813,12.919807224223543,2.6700655567455294,16.007592574562686,yellow,12
19,29827,12.53291078552989,2.669270794917357,14.83488729450945,yellow,12
20,27369,12.721450911615332,2.890934268698162,14.311569050141888,yellow,12
21,27531,12.968401438378555,3.036968145000182,14.19684113665807,yellow,12
22,25885,13.246116283561907,3.1612149893760866,14.255882428691004,yellow,12
23,21582,13.503923176721342,3.3245250671856175,13.943055941679795,yellow,12
0,15844,11.050145165362283,2.7131412522090383,10.80225111503829,green,1
1,11918,11.197768081892935,2.797361973485484,10.782601946635342,green,1
2,8783,11.645229420471365,2.964680633041102,11.130464154237353,green,1
3,6916,12.153629265471372,3.13026026604974,11.496604491999229,green,1
4,6022,12.807298239787446,3.390705745599469,11.85834440385254,green,1
5,4321,14.528349919000231,4.039532515621384,12.740538455604414,green,1
6,6721,15.094408570153252,4.025805683678024,14.979524376332886,green,1
7,14756,13.478328137706695,3.174778395229059,15.300856148911176,green,1
8,22547,12.816449638532841,2.8792358185124405,14.95027719874041,green,1
9,24168,12.632639854352863,2.8890280536246276,14.252005406598258,green,1
10,23183,12.463676832161497,2.874723288616659,13.753897252296941,green,1
11,22183,12.402733624847858,2.848842356759681,13.755683030548918,green,1
12,22130,12.554861274288298,2.9003741527338454,13.822776020485012,green,1
13,23056,12.486273854961834,2.851628643303261,13.97987147235716,green,1
14,25734,12.612482319110903,2.7924232532835935,15.426896323929432,green,1
15,28963,12.38581707696026,2.6735621309947177,15.699962020508925,green,1
16,31609,12.182800151855485,2.609249264449998,15.559540004429119,green,1
17,33837,11.658604781747792,2.4487732363980257,14.912700594024292,green,1
18,36327,10.944226883585213,2.3555867536543067,13.239012763692752,green,1
19,34196,10.346276172651772,2.3132141186103636,11.702195675907513,green,1
20,29087,10.323480936500843,2.393130264379276,11.009704220671319,green,1
21,25541,10.534756665753102,2.5014846717043184,10.827337091995876,green,1
22,22639,10.904624762577852,2.66105172489951,10.918365799431658,green,1
23,19519,10.913064193862391,2.672735283569855,10.706869375138753,green,1
0,15335,10.925139223997393,2.7014254972285623,10.58426692750788,green,2
1,10930,11.17676120768527,2.801801463860933,10.682345227203417,green,2
2,7870,11.603303684879288,2.9481181702668358,10.85695891571368,green,2
3,6547,12.25391018787231,3.2083198411486173,11.44927956825009,green,2
4,5659,13.067997879484007,3.4872981092065736,12.04462213583083,green,2
5,4074,15.208946980854197,4.3014113892979875,13.366449844542627,green,2
6,6816,15.278097124413145,4.159887030516432,14.856927327856026,green,2
7,15125,13.683800330578514,3.2522545454545453,15.40529256198347,green,2
8,22968,13.050605189829326,2.949191919191919,15.15175824335307,green,2
9,24796,12.76656718825617,2.953621955154057,14.33744353928053,green,2
10,23324,12.616236494597839,2.957601612073401,13.890117475561652,green,2
11,22918,12.575849114233353,2.925732175582511,13.910957180673124,green,2
12,22761,12.755693950177935,2.9661930495145206,14.194574784353353,green,2
13,23924,12.586698294599564,2.9034308644039455,14.194080560664327,green,2
14,26126,12.452804103192223,2.7866887391870168,15.148379647350021,green,2
15,28297,12.447475704138247,2.7280082694278542,15.588577116537678,green,2
16,31390,12.30490410958904,2.6621933736858874,15.4982568758628,green,2
17,33083,11.728510110933108,2.503167790103679,14.627582645668973,green,2
18,36244,10.95683175146231,2.3562490343229223,13.172852058271713,green,2
19,33295,10.578186514491664,2.3792004805526354,11.85432096911448,green,2
20,29179,10.574427499228896,2.454342849309435,11.424209191541863,green,2
21,26101,10.769139496571013,2.5502252787249526,11.241073138960193,green,2
22,23299,11.268531267436371,2.7489235589510277,11.47548178033392,green,2
23,19939,11.18662721299965,2.75924218867546,11.07720882023505,green,2
0,15478,11.163603824783564,2.749023129603308,10.970009045096266,green,3
1,11074,11.260430738667148,2.813164168322196,11.618261995063511,green,3
2,7567,11.529337914629311,2.936570635654817,10.847407603189286,green,3
3,6782,12.372090828664112,3.2510572102624593,11.402069202791703,green,3
4,6072,13.509308300395258,3.643463438735178,12.48403326745718,green,3
5,4536,16.497806437389773,4.768564814814814,14.816563786008231,green,3
6,7463,17.671767385769797,4.935225780517218,17.331421680289427,green,3
7,15304,14.967737846314689,3.652635258755881,16.99681129116571,green,3
8,23571,14.066068473972253,3.2792325315005724,16.4012621441602,green,3
9,24947,13.626907443780816,3.227241351665531,15.407356261941983,green,3
10,23472,13.407177062031357,3.184106169052488,14.928580862304022,green,3
11,22776,13.517068844397611,3.1996167017913595,15.060549116028568,green,3
12,22768,13.73155876669009,3.2632532501756852,15.366334328882642,green,3
13,22489,13.647783360754147,3.2195366623682693,15.456024426756784,green,3
14,25116,13.601986781334608,3.114697005892658,16.62705645803472,green,3
15,28232,13.664812978180787,3.0420005667327854,17.100184188155286,green,3
16,30577,13.527813062105505,2.949106517971024,17.34552768420708,green,3
17,33434,12.723377400251241,2.7403299036908537,16.116968754361825,green,3
18,35286,11.563020177974266,2.5255665136314684,13.879753537758129,green,3
19,32733,11.13573091375676,2.5311224146885407,12.579161193087506,green,3
20,29355,10.931424288877535,2.543094191790155,11.88946289672401,green,3
21,26443,11.143567673864538,2.659691789887683,11.708469160080172,green,3
22,23952,11.258360888443555,2.7320394956579825,11.56011884880873,green,3
23,20573,11.282196568317698,2.7664949205269043,11.313032453539428,green,3
0,15599,11.399905122123213,2.8297775498429383,11.21871701177426,green,4
